# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = GOCC_NEURON_TO_NEURON_SYNAPSE (set)
# _SET1_  NGENES = 360
# _SET1_  P-VALUE = 1.67685e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000089157    12  120634489  120639038      8       4  72291      -1.5504      0.93528    1.3323e-15      -1.5504
_SET1_   ENSG00000022840    12  120971283  121015397    146      18  68264     -0.76159      0.74295    1.3323e-15     -0.76159
_SET1_   ENSG00000157782    12  121078355  121105127     98      19  66705      0.26411      0.36845    1.3878e-15      0.26411
_SET1_   ENSG00000135124    12  121647660  121671909    107      14  70346     -0.69672      0.72342    1.3323e-15     -0.69672
_SET1_   ENSG00000130787    12  123319000  123347507    101      10  66499       0.4541      0.28308    1.3878e-15       0.4541
_SET1_   ENSG00000133083    13   36345478   36705443   1208      99  71251       0.5794      0.23688    1.3323e-15       0.5794
_SET1_   ENSG00000178235    13   84451344   84456528      7       3  65820       1.4187     0.072615    1.3323e-15       1.4187
_SET1_   ENSG00000125266    13  107142079  107187462    108      22  69301     -0.19052      0.55251    1.3878e-15     -0.19052
_SET1_   ENSG00000165379    14   42076773   42373752   1104      39  68424       2.0454    0.0084077    1.3323e-15       2.0454
_SET1_   ENSG00000139970    14   60062694   60337684    577      26  70633       1.1036     0.088863    1.3323e-15       1.1036
_SET1_   ENSG00000179841    14   64932217   64941221     11       4  67472      -1.0067      0.82652    1.3323e-15      -1.0067
_SET1_   ENSG00000171723    14   66974125   67648520   2295      19  71323      -1.7045      0.82857    1.3323e-15      -1.7045
_SET1_   ENSG00000100678    14   70510934   70655787    601      38  71640      -1.5264      0.90994    1.3323e-15      -1.5264
_SET1_   ENSG00000197555    14   71787166   72207946    624      36  69630       1.0443      0.10612    1.3323e-15       1.0443
_SET1_   ENSG00000137843    15   40509629   40569688    175      43  68827      -2.1492      0.98417    1.3323e-15      -2.1492
_SET1_   ENSG00000138592    15   50716577   50793280    269      18  69170      0.67361      0.20074    1.3323e-15      0.67361
_SET1_   ENSG00000170236    15   50792759   50838905    167      18  70144        2.475    0.0046987    1.3323e-15        2.475
_SET1_   ENSG00000137845    15   58887403   59042177    326      19  69675      0.80302      0.16192    1.3323e-15      0.80302
_SET1_   ENSG00000157470    15   59664892   59815748    513      41  69667      0.65205      0.21243    1.3323e-15      0.65205
_SET1_   ENSG00000156642    15   73852355   73926475    132      15  72883       1.0022      0.13502    1.3323e-15       1.0022
_SET1_   ENSG00000205363    15   74032141   74045088     37      13  68201      0.44883      0.31473    1.3878e-15      0.44883
_SET1_   ENSG00000080644    15   78885394   78913637     95       9  68324     -0.71702      0.71513    1.3323e-15     -0.71702
_SET1_   ENSG00000136379    15   80972025   81047962    270      25  67126      0.92791       0.1444    1.3323e-15      0.92791
_SET1_   ENSG00000214575    15   83211951   83317612    268      21  70918       1.7779     0.027022    1.3323e-15       1.7779
_SET1_   ENSG00000103942    15   83509838   83654661    337      27  69932      0.78211      0.17638    1.3323e-15      0.78211
_SET1_   ENSG00000140600    15   84115980   84287495    416      57  72583    -0.097087      0.52434    1.3739e-15    -0.097087
_SET1_   ENSG00000185033    15   90703836   90772911    265      19  68429      0.35127      0.30182    1.3878e-15      0.35127
_SET1_   ENSG00000103197    16    2097466    2138716    104      34  67796     -0.45476      0.68168    1.3878e-15     -0.45476
_SET1_   ENSG00000140992    16    2587965    2653189     34      21  49925       1.8961     0.030456    1.3323e-15       1.8961
_SET1_   ENSG00000067836    16    4846969    4852951     14       4  74219       -1.755      0.95307    1.3323e-15       -1.755
_SET1_   ENSG00000183454    16    9852376   10276611   1885      50  70663       1.8916      0.00786    1.3323e-15       1.8916
_SET1_   ENSG00000237515    16   12995477   13334272   1537      98  69473      0.01258      0.40139    1.3774e-15      0.01258
_SET1_   ENSG00000103319    16   22217603   22298554    171      24  70927      0.44062      0.30396    1.3878e-15      0.44062
_SET1_   ENSG00000006116    16   24266874   24374122    379      56  69240       1.3084      0.08905    1.3323e-15       1.3084
_SET1_   ENSG00000169181    16   27798850   28074830    978      97  70101      0.78445      0.19357    1.3323e-15      0.78445
_SET1_   ENSG00000167371    16   29823177   29827201      6       3  71648        1.193      0.11376    1.3323e-15        1.193
_SET1_   ENSG00000069329    16   46690054   46723430     25       6  68782      -1.6697      0.94438    1.3323e-15      -1.6697
_SET1_   ENSG00000171208    16   47111614   47177908     57       7  69720      0.87222       0.1687    1.3323e-15      0.87222
_SET1_   ENSG00000087250    16   56622986   56625000      7       3  74219        1.501     0.059611    1.3323e-15        1.501
_SET1_   ENSG00000141480    17    4613784    4624794     27       6  65509      0.68371      0.21864    1.3323e-15      0.68371
_SET1_   ENSG00000141503    17    4736683    4801356    193      21  69185      0.19807       0.3786    1.3878e-15      0.19807
_SET1_   ENSG00000132535    17    7093209    7123021     47      10  71061      0.31776      0.34562    1.3878e-15      0.31776
_SET1_   ENSG00000169992    17    7308193    7323179     43      19  68682     -0.25745      0.59939    1.3878e-15     -0.25745
_SET1_   ENSG00000129245    17    7494548    7518189     45      12  68928      0.06163       0.4502    1.3739e-15      0.06163
_SET1_   ENSG00000129244    17    7549945    7561086     36       6  68463      -2.0477      0.97387    1.3323e-15      -2.0477
_SET1_   ENSG00000108947    17    7608520    7614696     10       4  74219      0.79681      0.20052    1.3323e-15      0.79681
_SET1_   ENSG00000188803    17   11144580   11467380   1208     113  70857       3.5522   0.00013619    1.3323e-15       3.5522
_SET1_   ENSG00000006740    17   12692856   12894960    852      57  70200       1.1117     0.096943    1.3323e-15       1.1117
_SET1_   ENSG00000128482    17   19314438   19320589     10       2  68340     0.071676      0.43688    1.3739e-15     0.071676
_SET1_   ENSG00000108262    17   27900487   27921072     34      10  71582      0.32585      0.35024    1.3878e-15      0.32585
_SET1_   ENSG00000176749    17   30813637   30818274      4       2  74219     -0.07195      0.50776    1.3739e-15     -0.07195
_SET1_   ENSG00000108852    17   41952725   41987068     97      11  71287      0.22108      0.36749    1.3878e-15      0.22108
_SET1_   ENSG00000131094    17   43037061   43045439     32       9  71900       0.6873      0.22654    1.3323e-15       0.6873
_SET1_   ENSG00000073969    17   44668035   44834830     98      11  56034    -0.054284      0.46703    1.3739e-15    -0.054284
_SET1_   ENSG00000108798    17   47287589   47300587     47      11  70138      -0.2384      0.57203    1.3878e-15      -0.2384
_SET1_   ENSG00000064300    17   47572655   47592379     63      19  71419      -1.2818      0.89414    1.3323e-15      -1.2818
_SET1_   ENSG00000167100    17   48187404   48207246     49      17  68475    -0.061067      0.51378    1.3739e-15    -0.061067
_SET1_   ENSG00000108819    17   48211104   48227991     25      10  74219       1.1867       0.1124    1.3323e-15       1.1867
_SET1_   ENSG00000108370    17   63133549   63223821    316      24  70117      0.40574      0.29386    1.3878e-15      0.40574
_SET1_   ENSG00000075429    17   64831235   64881603    214      46  70490       2.4096    0.0080111    1.3323e-15       2.4096
_SET1_   ENSG00000075461    17   64961026   65029514    225      39  69434       0.4547      0.31272    1.3878e-15       0.4547
_SET1_   ENSG00000172809    17   72199721   72206794     16       5  73255      -1.6139      0.95083    1.3323e-15      -1.6139
_SET1_   ENSG00000161509    17   72838162   72857627     43       4  67538     0.078475      0.40941    1.3739e-15     0.078475
_SET1_   ENSG00000175866    17   79008948   79091232    411      50  68445      0.26722      0.36753    1.3878e-15      0.26722
_SET1_   ENSG00000141526    17   80186273   80219005     76      25  60788       1.4779     0.066993    1.3323e-15       1.4779
_SET1_   ENSG00000170579    18    3496030    4455335   3676     318  69005   -0.0037607      0.37333    1.3769e-15   -0.0037607
_SET1_   ENSG00000101752    18   19284918   19450918    253      18  70405      -1.8589      0.95692    1.3323e-15      -1.8589
_SET1_   ENSG00000170558    18   25530930   25757410    504      37  71494   -0.0016466      0.43765    1.3769e-15   -0.0016466
_SET1_   ENSG00000187323    18   49866542   51057784   4873     117  70048       3.4472   4.3632e-05    1.3323e-15       3.4472
_SET1_   ENSG00000166342    18   70409549   70535381    538      40  70001     0.092776      0.39815    1.3739e-15     0.092776
_SET1_   ENSG00000099864    19     708953     748329    255      40  62559      0.28956      0.36281    1.3878e-15      0.28956
_SET1_   ENSG00000116032    19    1000418    1009731     83      17  71722       1.2562     0.092916    1.3323e-15       1.2562
_SET1_   ENSG00000129968    19    1876809    1885546     22       3  68173        1.558     0.045056    1.3323e-15        1.558
_SET1_   ENSG00000105426    19    5158506    5340814    685      86  69792       1.0172      0.14894    1.3323e-15       1.0172
_SET1_   ENSG00000079805    19   10828755   10944164    318      27  70864      0.72078      0.19824    1.3323e-15      0.72078
_SET1_   ENSG00000072071    19   14260750   14316999    142      28  69230      0.30586      0.36398    1.3878e-15      0.30586
_SET1_   ENSG00000132002    19   14625582   14640582     32       8  66388       2.5851    0.0038391    1.3323e-15       2.5851
_SET1_   ENSG00000167461    19   16222439   16245044     69       9  71844      0.63068      0.22849    1.3323e-15      0.63068
_SET1_   ENSG00000105662    19   18794487   18893004    283      30  70340       1.1734      0.10042    1.3323e-15       1.1734
_SET1_   ENSG00000051128    19   19040010   19052070     32      11  69007      0.14538      0.42306    1.3878e-15      0.14538
_SET1_   ENSG00000126243    19   36426260   36436669     18       5  66830      0.70986      0.22923    1.3323e-15      0.70986
_SET1_   ENSG00000128011    19   39797208   39805976     11       4  74219      0.54596      0.29235    1.3323e-15      0.54596
_SET1_   ENSG00000105372    19   42363988   42376994     22       2  60896      0.67391      0.19787    1.3323e-15      0.67391
_SET1_   ENSG00000105409    19   42470734   42501649     31      15  65140      -1.6429      0.94918    1.3323e-15      -1.6429
_SET1_   ENSG00000105737    19   42502473   42573650     56      14  69417     -0.73011      0.75696    1.3323e-15     -0.73011
_SET1_   ENSG00000118160    19   47931274   47975425    114      19  71344      -0.1448      0.53234    1.3878e-15      -0.1448
_SET1_   ENSG00000105464    19   48898132   48948188    131      27  68693    -0.023105      0.49247    1.3774e-15    -0.023105
_SET1_   ENSG00000104863    19   49617581   49621717     18       3  64420      0.43084      0.28783    1.3878e-15      0.43084
_SET1_   ENSG00000126464    19   50094900   50129696    106      13  66163     0.030718      0.44491    1.3774e-15     0.030718
_SET1_   ENSG00000131409    19   51020149   51071302    158      40  66350       -1.718      0.95634    1.3323e-15       -1.718
_SET1_   ENSG00000161681    19   51165084   51222707    156      39  69381      -0.1889      0.57181    1.3878e-15      -0.1889
_SET1_   ENSG00000126583    19   54382444   54410906     84      21  61884      0.46729      0.30439    1.3878e-15      0.46729
_SET1_   ENSG00000105605    19   54412589   54447195    116      26  53655     -0.66932      0.73022    1.3323e-15     -0.66932
_SET1_   ENSG00000142408    19   54466294   54493469     97      14  68893      0.30494      0.34134    1.3878e-15      0.30494
_SET1_   ENSG00000187902    19   55940107   55954230     35      10  49022      0.81912      0.18482    1.3323e-15      0.81912
_SET1_   ENSG00000101327    20    1959403    1974732     43       8  70767      0.39085       0.3168    1.3878e-15      0.39085
_SET1_   ENSG00000088899    20    3143263    3154192     39      15  69622     -0.44268      0.66229    1.3878e-15     -0.44268
_SET1_   ENSG00000171867    20    4666882    4682236     41       9  72033      0.76163      0.20245    1.3323e-15      0.76163
_SET1_   ENSG00000125848    20   14303634   14318262     31      10  73721      0.68555      0.23373    1.3323e-15      0.68555
_SET1_   ENSG00000101463    20   24449835   24647252    507      47  67818     -0.48806      0.64292    1.3878e-15     -0.48806
_SET1_   ENSG00000197122    20   35973088   36034453    176      25  60665     -0.58978      0.69461    1.3323e-15     -0.58978
_SET1_   ENSG00000124198    20   47538427   47653230    278      16  70714       4.7688   3.5926e-07    1.7764e-15       4.7688
_SET1_   ENSG00000087586    20   54944445   54967393     51      19  68095     -0.72086      0.76048    1.3323e-15     -0.72086
_SET1_   ENSG00000101188    20   61340189   61394123    258      28  61376      -2.0019       0.9706    1.3323e-15      -2.0019
_SET1_   ENSG00000171189    21   30909254   31312351   1286      59  70553      0.84423      0.12492    1.3323e-15      0.84423
_SET1_   ENSG00000128191    22   20067755   20099400    115      14  70749       1.7893     0.029026    1.3323e-15       1.7893
_SET1_   ENSG00000099957    22   21364097   21383119     84      20  64753      0.12823      0.42452    1.3878e-15      0.12823
_SET1_   ENSG00000186716    22   23521891   23660224    481      40  65066    -0.034762       0.4547    1.3739e-15    -0.034762
